timestamp,pair,score,direction,rsi,macd,macd_signal,adx,ema_10,ema_21,ema_200,signals,price,action_taken
2025-11-18 07:11:23,GBP_USD,0.00,SHORT,48.63,-0.00019,-0.00022,10.76,1.31531,1.31545,nan,,1.31531,no_signal
2025-11-18 07:11:23,USD_JPY,0.00,SHORT,51.59,0.07285,0.09235,20.32,155.20989,155.16248,nan,,155.16000,no_signal
2025-11-18 08:08:43,GBP_USD,0.00,SHORT,41.87,-0.00033,-0.00026,11.33,1.31494,1.31525,nan,,1.31397,no_signal
2025-11-18 08:08:43,USD_JPY,2.00,SHORT,60.34,0.08768,0.09285,19.48,155.25611,155.19085,nan,rsi_overbought,155.37000,no_signal
2025-11-18 08:11:28,GBP_USD,0.00,SHORT,42.61,-0.00032,-0.00026,11.26,1.31496,1.31526,nan,,1.31413,no_signal
2025-11-18 08:11:28,USD_JPY,2.00,SHORT,61.98,0.09159,0.09363,19.21,155.26502,155.19531,nan,rsi_overbought,155.41900,no_signal
2025-11-18 09:08:49,GBP_USD,0.00,SHORT,46.56,-0.00026,-0.00024,10.63,1.31507,1.31529,nan,,1.31482,no_signal
2025-11-18 09:08:49,USD_JPY,2.00,SHORT,64.01,0.10468,0.09611,17.93,155.30837,155.22353,nan,macd_bull_cross|rsi_overbought,155.48300,no_signal
2025-11-18 09:11:33,GBP_USD,0.00,SHORT,44.35,-0.00030,-0.00025,10.63,1.31499,1.31525,nan,,1.31438,no_signal
2025-11-18 09:11:33,USD_JPY,2.00,SHORT,64.83,0.10683,0.09655,18.12,155.31328,155.22598,nan,macd_bull_cross|rsi_overbought,155.51000,no_signal
2025-11-18 10:08:54,GBP_USD,0.00,SHORT,44.85,-0.00034,-0.00027,10.34,1.31484,1.31515,nan,,1.31440,no_signal
2025-11-18 10:08:54,USD_JPY,2.00,SHORT,70.33,0.14461,0.10847,18.92,155.41576,155.28666,nan,rsi_overbought,155.72800,no_signal
2025-11-18 10:11:39,GBP_USD,0.00,SHORT,45.63,-0.00033,-0.00027,10.34,1.31487,1.31517,nan,,1.31453,no_signal
2025-11-18 10:11:39,USD_JPY,2.00,SHORT,69.96,0.14333,0.10821,18.93,155.41285,155.28520,nan,rsi_overbought,155.71200,no_signal
2025-11-18 11:08:59,GBP_USD,2.00,LONG,48.87,-0.00025,-0.00026,11.00,1.31502,1.31522,nan,macd_bull_cross,1.31512,no_signal
2025-11-18 11:08:59,USD_JPY,2.00,SHORT,63.54,0.14081,0.11322,18.93,155.42504,155.30195,nan,rsi_overbought,155.57400,no_signal
2025-11-18 11:11:44,GBP_USD,2.00,LONG,48.46,-0.00025,-0.00026,11.00,1.31500,1.31521,nan,macd_bull_cross,1.31504,no_signal
2025-11-18 11:11:44,USD_JPY,2.00,SHORT,63.25,0.14033,0.11312,18.93,155.42395,155.30141,nan,rsi_overbought,155.56800,no_signal
2025-11-18 12:09:05,GBP_USD,0.00,SHORT,51.65,-0.00016,-0.00023,11.20,1.31519,1.31529,nan,,1.31564,no_signal
2025-11-18 12:09:05,USD_JPY,2.00,SHORT,60.32,0.13591,0.11708,18.13,155.43232,155.31638,nan,rsi_overbought,155.50600,no_signal
2025-11-18 12:11:49,GBP_USD,0.00,SHORT,51.54,-0.00016,-0.00023,11.20,1.31518,1.31529,nan,,1.31562,no_signal
2025-11-18 12:11:49,USD_JPY,0.00,SHORT,59.66,0.13479,0.11686,18.05,155.42978,155.31510,nan,,155.49200,no_signal
2025-11-18 13:09:10,GBP_USD,0.00,SHORT,48.08,-0.00023,-0.00024,10.29,1.31500,1.31518,nan,,1.31494,no_signal
2025-11-18 13:09:10,USD_JPY,2.00,SHORT,60.95,0.13640,0.12121,17.52,155.45220,155.33706,nan,rsi_overbought,155.52200,no_signal
2025-11-18 13:11:55,GBP_USD,0.00,SHORT,47.34,-0.00024,-0.00024,10.29,1.31497,1.31516,nan,,1.31481,no_signal
2025-11-18 13:11:55,USD_JPY,2.00,SHORT,60.95,0.13640,0.12121,17.52,155.45220,155.33706,nan,rsi_overbought,155.52200,no_signal
2025-11-18 14:09:16,GBP_USD,0.00,SHORT,47.23,-0.00025,-0.00025,9.97,1.31489,1.31511,nan,,1.31476,no_signal
2025-11-18 14:09:16,USD_JPY,0.00,SHORT,59.15,0.13111,0.12318,16.95,155.45889,155.35089,nan,,155.48900,no_signal
2025-11-18 14:12:00,GBP_USD,0.00,SHORT,47.53,-0.00025,-0.00025,9.97,1.31490,1.31511,nan,,1.31481,no_signal
2025-11-18 14:12:00,USD_JPY,0.00,SHORT,58.32,0.12983,0.12293,16.87,155.45598,155.34943,nan,,155.47300,no_signal
